x,y,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On
-87.618204126,41.690135584,7250079,HR665131,11/28/2009 09:00:00 PM,112XX S INDIANA AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,false,false,0531,005,9,49,04B,1179572,1830488,2009,02/28/2018 03:56:25 PM
-87.726640116,41.877963959,9183272,HW327717,06/20/2013 05:00:00 AM,040XX W ADAMS ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1115,011,28,26,05,1149472,1898704,2013,02/10/2018 03:50:01 PM
-87.69496225,41.980407,3621257,HK714133,10/23/2004 09:30:00 PM,026XX W RASCHER AVE,0810,THEFT,OVER $500,RESIDENCE,false,true,2011,020,40,4,06,1157821,1936097,2004,02/28/2018 03:56:25 PM
-87.701733287,41.947634706,3769492,HL140970,01/04/2005 12:01:00 AM,036XX N RICHMOND ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1733,017,33,16,26,1156068,1924141,2005,02/10/2018 03:50:01 PM
-87.641648739,41.779798546,9728469,HX378109,08/07/2014 05:40:00 PM,006XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,true,0711,007,16,68,08B,1172906,1863108,2014,02/10/2018 03:50:01 PM
-87.62846609,41.71365749,1997485,HH198602,02/20/2002 04:30:00 PM,099XX S WENTWORTH AV,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,true,true,0511,005,,,26,1176699,1839036,2002,02/10/2018 03:50:01 PM
-87.744139376,41.880511176,9895019,HX545215,12/17/2014 04:30:00 AM,047XX W MADISON ST,0330,ROBBERY,AGGRAVATED,CTA BUS STOP,false,false,1113,011,28,25,03,1144700,1899599,2014,02/10/2018 03:50:01 PM
-87.684273777,41.929743818,2656401,HJ269394,03/30/2003 01:40:00 PM,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1432,014,1,22,06,1160867,1917657,2003,02/10/2018 03:50:01 PM
-87.693805497,41.939415799,3224805,HK243118,03/16/2004 10:00:00 AM,026XX W BELMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,1411,014,1,21,14,1158247,1921162,2004,02/28/2018 03:56:25 PM
-87.639546839,41.877424179,7017956,HR424795,07/12/2009 11:25:00 AM,003XX S CANAL ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0111,001,2,28,03,1173192,1898687,2009,02/28/2018 03:56:25 PM
-87.799881024,41.951683698,11471985,JB469421,10/09/2018 07:00:00 PM,039XX N NEWLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1632,016,38,17,05,1129359,1925435,2018,10/16/2018 04:10:15 PM
-87.696958349,41.924699586,1627286,G406011,07/10/2001 09:30:00 PM,027XX W FULLERTON AV,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,false,false,1431,014,,,14,1157429,1915793,2001,08/17/2015 03:03:40 PM
-87.63691244,41.699707442,3883724,HL259743,03/28/2005 01:00:00 AM,005XX W 107TH ST,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,false,false,2233,022,34,49,06,1174434,1833934,2005,02/28/2018 03:56:25 PM
-87.656403286,41.857025224,5073724,HM678830,10/23/2006 03:00:00 PM,018XX S RACINE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1222,012,25,31,08B,1168660,1891217,2006,02/28/2018 03:56:25 PM
-87.662119748,41.74622271,9670413,HX320170,06/26/2014 08:25:00 PM,081XX S JUSTINE ST,0550,ASSAULT,AGGRAVATED PO: HANDGUN,STREET,false,false,0614,006,21,71,04A,1167418,1850829,2014,02/10/2018 03:50:01 PM
-87.596831923,41.809523197,7788857,HS597723,11/03/2010 08:30:00 PM,047XX S WOODLAWN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,true,false,2124,002,4,39,18,1185037,1874041,2010,02/10/2018 03:50:01 PM
-87.754996996,41.909509901,3955607,HL320617,04/27/2005 08:20:00 AM,051XX W NORTH AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,2533,025,37,25,26,1141672,1910146,2005,02/28/2018 03:56:25 PM
-87.706347926,41.84761601,6275851,HP362102,05/28/2008 10:15:00 PM,024XX S SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,1024,010,22,30,08B,1155079,1887685,2008,02/10/2018 03:50:01 PM
-87.695022243,41.877446799,2005522,HH188974,02/15/2002 06:20:00 PM,027XX W JACKSON BV,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1125,011,,,18,1158084,1898578,2002,02/28/2018 03:56:25 PM
-87.719741874,41.961047284,3411098,HK468724,07/01/2004 11:00:00 PM,036XX W MONTROSE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1723,017,33,16,08B,1151134,1928993,2004,02/28/2018 03:56:25 PM
-87.743120658,41.788416431,9224877,HW371449,07/20/2013 06:16:00 PM,0000X S B3 ST,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,true,false,0813,008,23,56,08B,1145208,1866042,2013,02/10/2018 03:50:01 PM
-87.718785232,41.896412917,4524067,HM108096,01/04/2006 09:00:00 PM,008XX N LAWNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1112,011,27,23,14,1151563,1905442,2006,02/28/2018 03:56:25 PM
-87.604589185,41.751294966,3502551,HK559247,08/15/2004 01:40:00 PM,008XX E 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0624,006,8,44,18,1183102,1852805,2004,02/28/2018 03:56:25 PM
-87.651819297,41.770095132,10075408,HY264635,05/17/2015 10:50:00 PM,068XX S ABERDEEN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0724,007,17,68,18,1170160,1859550,2015,02/10/2018 03:50:01 PM
-87.741528537,41.754592961,7604378,HS409019,07/13/2010 05:15:00 PM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0833,008,13,65,06,1145727,1853720,2010,02/10/2018 03:50:01 PM
-87.6420789,41.724352469,8982111,HW129342,01/19/2013 07:20:00 AM,093XX S EMERALD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2223,022,21,73,14,1172951,1842903,2013,02/10/2018 03:50:01 PM
-87.762101178,41.795754565,3700038,HK804687,12/10/2004 06:00:00 PM,058XX S ARCHER AVE,0880,THEFT,PURSE-SNATCHING,PARKING LOT/GARAGE(NON.RESID.),false,false,0814,008,23,56,06,1140014,1868681,2004,02/10/2018 03:50:01 PM
-87.641823987,41.675334477,5228689,HN110912,01/06/2007 03:00:00 AM,120XX S HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0524,005,34,53,14,1173164,1825042,2007,02/10/2018 03:50:01 PM
-87.77615896,41.936851026,11583781,JC137971,02/02/2019 04:00:00 PM,031XX N AUSTIN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2514,025,30,19,05,1135847,1920071,2019,02/09/2019 04:19:07 PM
-87.576125101,41.758163748,3905612,HL279894,04/07/2005 11:55:41 AM,075XX S JEFFERY BLVD,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0414,004,8,43,08B,1190847,1855375,2005,02/28/2018 03:56:25 PM
-87.733257847,41.803637305,9280523,HW425408,08/27/2013 01:05:00 AM,049XX S KOSTNER AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,RESIDENTIAL YARD (FRONT/BACK),false,false,0815,008,23,57,03,1147859,1871607,2013,02/10/2018 03:50:01 PM
-87.660275854,41.722424211,8484631,HV161308,02/17/2012 02:09:00 AM,094XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2221,022,21,73,08B,1167989,1842161,2012,02/10/2018 03:50:01 PM
-87.726275059,41.901787558,6317248,HP381891,06/07/2008 10:30:00 PM,011XX N PULASKI RD,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,PARK PROPERTY,true,false,1112,011,27,23,26,1149510,1907386,2008,02/28/2018 03:56:25 PM
-87.684519438,41.935963612,1460622,G191792,04/04/2001 08:13:46 PM,022XX W WELLINGTON AV,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,1913,019,,,04B,1160783,1919923,2001,08/17/2015 03:03:40 PM
-87.673894236,41.77873951,5684401,HN486775,07/24/2007 07:05:24 PM,063XX S DAMEN AVE,0460,BATTERY,SIMPLE,STREET,false,false,0726,007,15,67,08B,1164114,1862653,2007,02/28/2018 03:56:25 PM
-87.722774558,41.906779976,3583400,HK672844,10/07/2004 09:30:00 PM,014XX N AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,2535,025,30,23,08B,1150450,1909212,2004,02/28/2018 03:56:25 PM
-87.687558309,41.9221773,5352604,HN208803,03/05/2007 11:00:00 AM,022XX N WESTERN AVE,0560,ASSAULT,SIMPLE,STREET,true,false,1432,014,32,22,08A,1159994,1914893,2007,02/10/2018 03:50:01 PM
-87.625782822,41.865251795,9044986,HW186345,03/10/2013 01:30:00 AM,013XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,0131,001,2,33,14,1176977,1894282,2013,02/10/2018 03:50:01 PM
-87.654196754,41.722616222,5926107,HN726479,11/25/2007 10:15:00 AM,094XX S ELIZABETH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2222,022,21,73,05,1169648,1842244,2007,02/28/2018 03:56:25 PM
-87.625680278,41.793935909,4218581,HL462802,07/04/2005 11:17:58 PM,055XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0233,002,3,40,18,1177219,1868295,2005,02/10/2018 03:50:01 PM
-87.73722383,41.860063726,11233963,JB156686,02/18/2018 02:40:00 PM,015XX S KILBOURN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1012,010,24,29,26,1146635,1892161,2018,05/04/2018 03:51:04 PM
-87.671992307,41.92510186,3551453,HK636648,09/20/2004 06:00:00 PM,017XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1931,019,32,7,06,1164222,1915991,2004,02/28/2018 03:56:25 PM
-87.633584602,41.752641545,1715095,G517141,08/27/2001 07:10:00 PM,078XX S VINCENNES AV,0560,ASSAULT,SIMPLE,OTHER,false,false,0623,006,,,08A,1175186,1853230,2001,08/17/2015 03:03:40 PM
-87.708618091,41.841755654,3841226,HL208719,02/28/2005 01:00:00 PM,027XX S CHRISTIANA AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1032,010,22,30,11,1154476,1885545,2005,02/10/2018 03:50:01 PM
-87.662119548,41.746241919,2622648,HJ226766,03/09/2003 01:58:02 AM,081XX S JUSTINE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0614,006,21,71,14,1167418,1850836,2003,02/28/2018 03:56:25 PM
-87.576093407,41.756495007,7002956,HR407581,07/02/2009 12:45:00 PM,076XX S JEFFERY BLVD,0460,BATTERY,SIMPLE,RESTAURANT,false,false,0414,004,8,43,08B,1190861,1854767,2009,02/28/2018 03:56:25 PM
-87.700412536,41.811175208,6318730,HP402932,06/18/2008 06:45:00 PM,045XX S WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0912,009,14,58,08B,1156794,1874418,2008,02/10/2018 03:50:01 PM
-87.663785792,41.764682386,9333242,HW477150,10/02/2013 07:33:00 PM,071XX S ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,0734,007,17,67,26,1166911,1857552,2013,02/10/2018 03:50:01 PM
-87.658302083,41.992880953,4399889,HL637344,09/26/2005 06:51:16 PM,061XX N WINTHROP AVE,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,SIDEWALK,true,false,2433,024,48,77,22,1167753,1940719,2005,02/28/2018 03:56:25 PM
-87.669717148,41.678827806,5814702,HN623374,10/01/2007 11:00:00 PM,118XX S WATKINS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2234,022,34,75,08B,1165534,1826255,2007,02/28/2018 03:56:25 PM
-87.687011559,41.902437713,5288457,HN153149,01/30/2007 01:10:00 PM,011XX N WESTERN AVE,0460,BATTERY,SIMPLE,SCHOOL, PUBLIC, BUILDING,false,false,1312,012,1,24,08B,1160197,1907701,2007,02/28/2018 03:56:25 PM
-87.642099934,41.81697531,3960408,HL328529,05/01/2005 04:51:41 AM,042XX S LOWE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0935,009,11,61,14,1172674,1876654,2005,02/28/2018 03:56:25 PM
-87.61146476,41.71230877,7110358,HR487581,08/16/2009 04:00:00 PM,100XX S EBERHART AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0511,005,9,49,05,1181345,1838583,2009,02/28/2018 03:56:25 PM
-87.688665425,41.960748011,12064900,JD249247,06/01/2020 01:14:00 AM,043XX N WESTERN AVE,0325,ROBBERY,VEHICULAR HIJACKING,GAS STATION,false,false,1911,019,47,5,03,1159587,1928946,2020,06/08/2020 03:50:25 PM
-87.845199646,41.974061322,2570303,HJ158919,02/01/2003 12:00:00 AM,052XX N RESERVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1614,016,41,76,14,1116985,1933516,2003,02/28/2018 03:56:25 PM
-87.78292879,41.789621208,10004294,HY194114,03/21/2015 08:30:00 PM,056XX S NAGLE AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,0811,008,23,56,06,1134349,1866409,2015,02/10/2018 03:50:01 PM
-87.667279298,41.803978979,10581028,HZ329989,06/30/2016 03:15:00 PM,049XX S PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,0931,009,16,61,08B,1165847,1871864,2016,02/10/2018 03:50:01 PM
-87.62743954,41.868165405,9791254,HX440454,09/23/2014 06:45:00 PM,011XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,0123,001,2,32,11,1176517,1895340,2014,02/10/2018 03:50:01 PM
-87.657117868,41.844943719,12054971,JD237408,05/19/2020 07:00:00 PM,026XX S HILLOCK AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0913,009,11,60,11,1168500,1886813,2020,05/26/2020 03:49:34 PM
-87.707248137,41.878370307,5976244,HN768504,12/20/2007 08:45:00 AM,032XX W ADAMS ST,0820,THEFT,$500 AND UNDER,SCHOOL, PUBLIC, BUILDING,false,false,1124,011,28,27,06,1154752,1898890,2007,02/28/2018 03:56:25 PM
-87.644316629,41.888366748,7715123,HS522875,09/19/2010 10:00:00 AM,003XX N DESPLAINES ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1212,012,42,28,14,1171861,1902664,2010,02/10/2018 03:50:01 PM
-87.633174902,41.685082141,1899135,G752118,12/17/2001 02:50:00 PM,004XX W 115 ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,false,true,0522,005,,,26,1175498,1828613,2001,08/17/2015 03:03:40 PM
-87.619624609,41.810567197,7668182,HS472669,08/20/2010 03:00:00 PM,046XX S PRAIRIE AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,true,false,0222,002,3,38,26,1178820,1874369,2010,02/10/2018 03:50:01 PM
-87.629661266,41.891881066,6687326,HP759969,12/30/2008 06:00:00 PM,005XX N DEARBORN ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1831,018,42,8,06,1175841,1903977,2008,02/10/2018 03:50:01 PM
-87.629204627,41.841471897,2418956,HH727327,10/20/2002 08:00:00 PM,029XX S FEDERAL ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,true,false,2113,001,3,35,26,1176116,1885609,2002,10/26/2018 04:01:05 PM
-87.671603153,41.829676666,9884611,HX535560,12/07/2014 11:30:00 PM,035XX S HONORE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0912,009,11,59,06,1164596,1881219,2014,02/10/2018 03:50:01 PM
-87.714973008,41.900942401,11416789,JB397008,08/17/2018 08:32:00 AM,035XX W THOMAS ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1121,011,27,23,18,1152589,1907100,2018,08/24/2018 04:12:03 PM
-87.654530057,41.691983278,11413817,JB393255,08/14/2018 02:56:00 PM,111XX S THROOP ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,2234,022,34,75,26,1169645,1831081,2018,08/21/2018 04:05:53 PM
-87.597324477,41.727013682,7070059,HR477316,08/11/2009 10:30:00 AM,092XX S GREENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0413,004,8,47,08B,1185160,1843974,2009,02/04/2016 06:33:39 AM
-87.738227419,41.876932377,4919131,HM340686,05/09/2006 07:46:12 PM,045XX W JACKSON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1131,011,24,26,18,1146319,1898306,2006,02/28/2018 03:56:25 PM
-87.650737923,41.769399894,1508588,G251274,04/23/2001 12:00:00 PM,068XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ABANDONED BUILDING,false,false,0724,007,,,14,1170457,1859299,2001,08/17/2015 03:03:40 PM
-87.655231431,41.811916297,4817041,HM323729,05/01/2006 01:10:00 PM,045XX S RACINE AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,0921,009,3,61,26,1169109,1874782,2006,02/28/2018 03:56:25 PM
-87.717207556,41.909988438,4375777,HL602317,09/09/2005 10:50:00 PM,036XX W NORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2535,025,26,23,18,1151957,1910392,2005,02/10/2018 03:50:01 PM
-87.721184865,41.858201078,4810440,HM331139,05/05/2006 12:07:35 AM,016XX S AVERS AVE,2027,NARCOTICS,POSS: CRACK,OTHER,true,false,1014,010,24,29,18,1151009,1891513,2006,02/28/2018 03:56:25 PM
-87.704603589,41.78733117,11246712,JB173343,02/04/2018 12:00:00 PM,058XX S SAWYER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,false,false,0822,008,14,63,07,1155715,1865721,2018,05/04/2018 03:51:04 PM
-87.653780868,41.737748662,6772043,HR187568,02/25/2009 07:00:00 AM,012XX W 86TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0613,006,21,71,07,1169718,1847759,2009,02/28/2018 03:56:25 PM
-87.709175364,41.877296819,6383758,HP467275,07/22/2008 08:22:56 AM,033XX W JACKSON BLVD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,false,false,1124,011,28,27,14,1154230,1898495,2008,02/10/2018 03:50:01 PM
-87.815582187,41.945767687,11702336,JC281428,05/28/2019 07:20:00 AM,036XX N OLEANDER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1631,016,38,17,08B,1125101,1923253,2019,06/30/2019 03:56:27 PM
-87.70941717,41.84978697,1557272,G315430,05/31/2001 12:00:00 PM,033XX W 23 ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1024,010,,,05,1154237,1888470,2001,08/17/2015 03:03:40 PM
-87.741528537,41.754592961,2384486,HH694273,09/29/2002 02:00:00 PM,076XX S CICERO AVE,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,false,false,0833,008,13,65,06,1145727,1853720,2002,02/10/2018 03:50:01 PM
-87.665590964,41.786073692,8846840,HV520208,10/15/2012 11:40:00 PM,059XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0714,007,15,67,08B,1166358,1865343,2012,02/10/2018 03:50:01 PM
-87.665420589,41.777052215,10081079,HY269280,05/21/2015 12:27:00 PM,064XX S MARSHFIELD AVE,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,RESIDENCE,false,true,0725,007,15,67,02,1166430,1862056,2015,02/10/2018 03:50:01 PM
-87.664882614,42.015416301,6973209,HR376776,06/15/2009 03:00:00 PM,073XX N SHERIDAN RD,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,2423,024,49,1,08B,1165900,1948917,2009,02/28/2018 03:56:25 PM
-87.74226515,41.993706216,11447781,JB437729,09/15/2018 10:00:00 PM,062XX N KNOX AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,false,false,1711,017,39,12,07,1144926,1940851,2018,09/22/2018 04:01:14 PM
-87.673518573,41.764239231,2407563,HH559686,08/05/2002 01:50:00 PM,071XX S DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,0735,007,17,67,14,1164257,1857370,2002,02/28/2018 03:56:25 PM
-87.665056437,42.013927223,3248068,HK272702,03/30/2004 07:30:00 PM,013XX W CHASE AVE,0650,BURGLARY,HOME INVASION,APARTMENT,false,false,2423,024,49,1,05,1165857,1948374,2004,02/28/2018 03:56:25 PM
-87.678085051,41.90712916,4109276,HL448920,06/27/2005 03:00:00 PM,020XX W SCHILLER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SCHOOL, PRIVATE, BUILDING,false,false,1424,014,1,24,14,1162614,1909429,2005,02/10/2018 03:50:01 PM
-87.625813624,41.750782715,4663383,HM250777,03/24/2006 05:37:02 PM,079XX S LAFAYETTE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,0623,006,17,44,26,1177312,1852570,2006,02/28/2018 03:56:25 PM
-87.620528559,41.71902307,11954441,JD119077,12/07/2019 06:00:00 PM,096XX S MICHIGAN AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,SCHOOL - PUBLIC BUILDING,false,true,0511,005,9,49,20,1178850,1841009,2019,03/18/2020 03:52:17 PM
-87.634503562,41.90453686,10845636,JA148824,02/10/2017 02:00:00 PM,012XX N WELLS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATHLETIC CLUB,false,false,1821,018,43,8,11,1174485,1908578,2017,02/17/2017 03:49:45 PM
-87.64458443,41.772016903,11248014,JB175121,03/05/2018 09:13:00 PM,067XX S HALSTED ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,GAS STATION,true,false,0723,007,6,68,18,1172128,1860266,2018,05/04/2018 03:51:04 PM
-87.615127644,41.893893173,6748172,HR150345,02/02/2009 01:50:00 PM,006XX N LAKE SHORE DR,1505,PROSTITUTION,CALL OPERATION,HOTEL/MOTEL,true,false,1834,018,42,8,16,1179792,1904743,2009,02/28/2018 03:56:25 PM
-87.648031044,41.764378181,10605479,HZ357359,07/20/2016 07:54:00 PM,071XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0733,007,17,68,08B,1171210,1857475,2016,02/10/2018 03:50:01 PM
-87.617417725,41.783758301,1850090,G683935,11/13/2001 06:30:00 PM,061XX S CALUMET AV,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0311,003,,,18,1179503,1864605,2001,08/17/2015 03:03:40 PM
-87.684391044,41.761990455,5844209,HN654150,10/17/2007 06:45:00 PM,072XX S ARTESIAN AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0832,008,18,66,08B,1161297,1856528,2007,02/10/2018 03:50:01 PM
-87.722925834,41.784702157,5091415,HM681131,10/24/2006 05:30:00 PM,059XX S PULASKI RD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SMALL RETAIL STORE,false,false,0813,008,13,65,14,1150725,1864727,2006,02/28/2018 03:56:25 PM
-87.647111826,41.837175739,3003313,HJ705748,10/15/2003 10:10:00 PM,031XX S GREEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,false,false,0924,009,11,60,14,1171249,1884004,2003,02/10/2018 03:50:01 PM
-87.713608713,41.920468501,6392716,HP478471,07/27/2008 08:45:00 PM,021XX N ST LOUIS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1413,014,26,22,18,1152909,1914218,2008,02/28/2018 03:56:25 PM
-87.721499289,41.865650668,7137424,HR546717,09/20/2009 09:20:00 AM,012XX S AVERS AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1011,010,24,29,18,1150904,1894227,2009,02/10/2018 03:50:01 PM
-87.710272637,41.918172737,11295795,JB238046,04/24/2018 05:18:00 PM,020XX N SPAULDING AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1413,014,35,22,26,1153823,1913388,2018,05/04/2018 03:51:04 PM
-87.700042949,41.816669961,6362151,HP447147,07/11/2008 11:00:00 PM,042XX S ARCHER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0912,009,14,58,08B,1156880,1876421,2008,02/28/2018 03:56:25 PM
-87.702991757,41.988906243,6257815,HP332328,05/12/2008 10:10:00 PM,059XX N RICHMOND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,2011,020,40,2,08B,1155615,1939178,2008,02/10/2018 03:50:01 PM
-87.687023334,42.012247339,3418443,HK481210,07/07/2004 09:30:00 AM,022XX W TOUHY AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2411,024,50,2,05,1159892,1947716,2004,02/28/2018 03:56:25 PM
-87.672932576,41.884152322,12029174,JD207985,04/12/2020 10:30:00 PM,018XX W MAYPOLE AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1223,012,27,28,08A,1164081,1901067,2020,04/19/2020 03:46:00 PM
-87.8126384,41.993558525,8422665,HT653879,12/30/2011 11:20:00 PM,074XX W MYRTLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1612,016,41,10,08B,1125796,1940673,2011,02/10/2018 03:50:01 PM
-87.754541061,41.884331925,5454762,HN285038,04/15/2007 03:54:31 PM,051XX W MAYPOLE AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,1532,015,28,25,04B,1141858,1900972,2007,02/28/2018 03:56:25 PM
-87.727384621,41.768718272,7863880,HS678501,12/01/2010 07:00:00 AM,068XX S KEELER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,true,true,0833,008,13,65,26,1149550,1858894,2010,02/04/2016 06:33:39 AM
-87.651799401,41.682548557,10612556,HZ365326,07/26/2016 02:15:00 PM,116XX S RACINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0524,005,34,53,08B,1170418,1827649,2016,02/10/2018 03:50:01 PM
